CCLE-ID,17-AAG,AEW541,AZD0530,AZD6244,Erlotinib,Irinotecan,L-685458,LBW242,Lapatinib,Nilotinib,Nutlin-3,PD-0325901,PD-0332991,PF2341066,PHA-665752,PLX4720,Paclitaxel,Panobinostat,RAF265,Sorafenib,TAE684,TKI258,Topotecan,ZD-6474
EN_ENDOMETRIUM,0,0,0,0,0,0.401955485,0,0,0,0,0,0,0,0,0,0,0.998751156,0.991528849,0,0,0,0,0,0
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
EPLC272H_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
ES2_OVARY,0.912545264,0,0,0.920667276,0,,0,0,0,,0,0.983521909,0,0,0,0,0.996951511,0.994573735,0.861731887,0,0,0,0.990255336,0
ESS1_ENDOMETRIUM,0.985287349,0.587419212,0,0,0,,,0.987453179,0.4532547,,0,0,,0,0,0,0.999050749,0.993788966,,0,0.66433695,0.751788974,0.998448553,0
EVSAT_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
EW8_BONE,,,,,,,,,,,,,,,,,,,,,,,,
EWS502_BONE,,,,,,,,,,,,,,,,,,,,,,,,
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.945572365,0.961679183,0,0.985399922,0,0.930096507,0.973313131,0.143868029,0,0.218723059,0,0.987294716,0,0.606128752,0,0,0.9996875,0.999500122,0.989640959,0.969243968,0.94756987,0.881383061,0.648646176,0
F5_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
FADU_UPPER_AERODIGESTIVE_TRACT,0.997589483,0,0.714816004,0,0.794915035,,0,0,0.897115909,0.298376381,0,0.741734147,0,0,0,0,0.99903564,0.990760752,0.821415708,0,0.270884395,0.615898222,0.964283209,0.818756983
FTC133_THYROID,,,,,,,,,,,,,,,,,,,,,,,,
FTC238_THYROID,,,,,,,,,,,,,,,,,,,,,,,,
FU97_STOMACH,0.992142727,0.501227439,0.420717955,0.454311967,0,,0,0,0,,0,0.954734467,,0,0,0,0.99825114,0.997459729,0.807551891,0,0.643782109,0.808319017,0.536653549,0.734431922
FUOV1_OVARY,0.953347255,0.835637182,0,0,0,0.960762415,0,0,0,0,0,0.615662128,0,0,0,0,0.998915799,0.994891165,0.520041496,0.361136913,0.714162499,0,0.632052362,0.698387325
G292CLONEA141B1_BONE,,,,,,,,,,,,,,,,,,,,,,,,
G361_SKIN,0.988836253,0.548555613,0.135675013,0.947624609,0.448683441,0.972138343,0,0,0.619030356,0,0,0.996990272,0,0.470196247,0.28852123,0.8391615,0.99928096,0.997360841,0.929341845,0.378817976,0.381949544,0.674477905,0.944049813,0.250073552
G401_SOFT_TISSUE,0.989315126,0.823596984,0,0,0,0.989473484,0.131869316,0,0,0,0.336063325,0.639549077,0,0.089695156,0,0,0.99931421,0.998374657,0.831104189,0.536931068,0.815908864,0.691413552,0.977362191,0.268865526
G402_SOFT_TISSUE,0.990821018,0,0.543752045,0,0,,0,0,0,,0,0,,0.118267775,0,0,0.999609963,0.986053862,0.830251038,0.813500792,0,0.716183961,0.991497038,0.115595341
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
GAMG_CENTRAL_NERVOUS_SYSTEM,0.986356253,0,0,0,0,,0,0,0,,0,0,,0,0,0,0.997874978,0.982591916,,0,0,0,0.633203656,0
GB1_CENTRAL_NERVOUS_SYSTEM,0.903917007,0,0,0,0,0.99017039,0,0,0,0,0,0.762030646,0,0.435745478,0,0.421376109,0.994723587,0.987858193,0.963778183,0.164217889,0.744900405,0.682073802,0.995017883,0
GCIY_STOMACH,0.900835432,0,0.778936192,0,0,,0,0,0.09307301,0.209341765,0,0.302074313,0,0,0,0,0.995098277,0.991800537,0.150888443,0,0.635517776,0,0.904680014,0.700092197
GCT_SOFT_TISSUE,0.958681423,0.500698477,0,0,0,0.993749147,0.009927869,0.860687181,0.473255634,0,0,0,0.489875257,0.413500965,0,0.341102898,0.999631735,0.992059732,0.959266272,0,0.797771335,0.450366259,0.992775654,0
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
GI1_CENTRAL_NERVOUS_SYSTEM,0.975168455,0,0,0,0,,0,0,0,,0,0,,0,0,0,0.998423568,0.992930995,,0,0.587349474,0,0.775848299,0
GLC82_LUNG,0.993398693,0,0,0,0,0.859230772,0,0,0,0,0,0,0,0,0,0,0.9996875,0.996215342,0.24832046,0,0.816687733,0.356112063,0.119661808,0
GMS10_CENTRAL_NERVOUS_SYSTEM,0.969337281,0,0,0,0,0.650342256,0,0,0,0,0,0,0,0,0,0,0.998720179,0.97433739,0.346455753,0,0.214800656,0,0.441154182,0
GOS3_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
GP2D_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.998627037,0,0,0,0,0.996160589,0.989439087,0,0,0.952599147,0,0,0.683506459,0.460090399,0,0,0.999682173,0.995972152,0,0,0.885648526,0.574572653,0.993684091,0
GRM_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
GSS_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,
GSU_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,
H4_CENTRAL_NERVOUS_SYSTEM,0.981153552,0,0,0,0,,0,0,0,0.046205103,0,0,0,0.493794024,0,0,0.995423217,0.991334315,0,0,0.681222886,0.679248184,0.936127059,0
HARA_LUNG,0.973445894,0,0,0,0,,0,0,0.167907417,,0,0.275896132,,0,0,0,0.999022304,0.983320972,0.645942509,0,0.585990697,0,0.955488153,0
HCC1143_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC1171_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1187_BREAST,0.808566198,0,0,0,0,,0.919540584,0,0,0,0,0,0,0,0,0,0.998796712,0.98701851,0.123480678,0,0,0,0.225034416,0
HCC1195_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1359_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1395_BREAST,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0.998588242,0.932562597,,0,0,0,0,0
HCC1419_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC1428_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC1438_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1500_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC1569_BREAST,0.974855615,0,0,0,0,0.909569711,0,0,0,0,0,0,0,0,0,0,0,0.968622044,0,0,0,0,0.41960454,0
HCC1588_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1599_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC15_LUNG,0.995182335,0,0,0,0,,0,0.654798716,0,0,0,0,0,0,0,0,0.99911437,0.994610122,0.293118596,0,0.597145617,0.036470831,0.908083722,0
HCC1806_BREAST,0.991564431,0.09915477,0.90062651,0,0.730503053,,0,0,0.452679381,0.060023427,0,0,0,0.38842845,0,0,0.999625396,0.993131807,0.864326194,0,0.671685666,0.343093872,0.991307916,0.665088952
HCC1833_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1897_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC1937_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC1954_BREAST,0.993959562,0.089443445,0.757446766,0,0.303712726,,0,0,0.817771494,0.373845637,0,0,0.686366826,0,0,0,0.99874987,0.988538934,0.492493749,0,0.031588793,0,0.705334812,0.655074328
HCC202_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC2108_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC2157_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC2218_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC2279_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC2814_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC2935_LUNG,0.997716192,0,0.866800219,0,0.964903254,0.827172503,0,0,0.845009551,0,0,0,0,0,0,0,0,0.985425469,0,0,0.510886461,0,0.738741368,0.975665413
HCC33_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC364_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC366_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC38_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HCC4006_LUNG,0.994445114,0,0.878139786,0,0.98446845,0.928457148,0,0,0.768139854,0.069476903,0,0.6043033,0,0,0,0,0.99944409,0.989998271,0.689463854,0,0.571871549,0,0.534198523,0.94511646
HCC44_LUNG,0.991801797,0.172356546,0,0,0,,0,0.814224213,0,,0,0.57241708,,0,0,0,0.998560827,0.991391764,0.607632458,0,0.252971053,0,0.841941506,0
HCC56_LARGE_INTESTINE,,0,0,0.982349023,0,0.859323725,,0,0,0,0,0.998673011,0,0,0,0,0.981518241,0.993172727,0,0,0.221574307,0,0.626631796,0
HCC70_BREAST,0.991842751,0,0,0,0,0.990576124,0,0,0.079585016,0,0,0.843324274,0,0,0,0,0.999379942,0.991603217,0.146704137,0,0.238240967,0,0.991495078,0
HCC78_LUNG,0.899578385,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.99341328,0.987951466,0,0,0,0,0.982803484,0
HCC827GR5_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCC827_LUNG,0.976412201,0.468073376,0.947002221,0,0.995135259,,0,0,0.953483251,,0,0,,0,0,0,0.998595488,0.986303123,,0,0.995480322,0,0.542425454,0.960324191
HCC95_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HCT116_LARGE_INTESTINE,0.974626293,0,0,0.935130299,0,0.965406943,0,0,0,0,0,0.974699857,0,0.118782342,0,0,0.999465437,0.994953798,0.770816997,0.223890722,0.406248748,0.109282613,0.974855227,0
HCT15_LARGE_INTESTINE,0.925947934,0.421180546,0.344545424,0,0,0.967167366,0,0,0.416645885,0.187972784,0,0,0,0,0,0,0.964465451,0.971964462,0.925031111,0.104783237,0.322743833,0.46492064,0.949685343,0
HCT8_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.981016113,0.49441576,0,0.960930824,0.43032819,,,0,0.123440266,,0,0.997243661,,0.464575291,0,0.236789703,0.9996875,0.990518331,,0.008131564,0.650465757,0.664367884,0.996469323,0
HDQP1_BREAST,0.984695818,0.124637902,0.886633255,0,0,0.978170883,0,0,0.61192447,0.984268506,0,0.282726944,0.245841648,0,0,0,0.999682173,0.994676447,0,0,0.924387615,0,0.975152429,0.747372866
HEC108_ENDOMETRIUM,,,,,,,,,,,,,,,,,,,,,,,,
HEC151_ENDOMETRIUM,0.977205159,0,0.830657333,0.889835097,0,0.959695138,0,0,0,0.08333838,0,0.98975207,0,0,0,0,0.999511276,0.997044065,0.957560152,0.079542577,0.778480679,0.555068702,0.972113509,0.768300086
HEC1A_ENDOMETRIUM,0.980620984,0,0.116152227,0,0,,0,0,0,0.12893039,0,0,0,0,0,0,0.999245682,0.994160563,0.667876065,0,0,0,0.848742396,0
HEC1B_ENDOMETRIUM,0.992366753,0.102009893,0.955842301,0,0,0.329359353,0,0,0,0.457561188,0,0,0.379380703,0.373941839,0,0,0.997229312,0.995937851,0,0.96182132,0.597366248,0,0.894419648,0.937692206
HEC251_ENDOMETRIUM,0.886802055,0,0.289384127,0,0,0.70685181,0.079698145,0,0,0,0,0,0,0,0,0,0.998700587,0.986701207,0.880760074,0,0.548021317,0.534277231,0.733921498,0.30674386
HEC265_ENDOMETRIUM,0.994393247,0,0,0,0,0.96097881,0,0,0,0,0,0,0,0,0,0,0.999499991,0.992074843,0.924763449,0.018890977,0,0.163447201,0.948827904,0
HEC50B_ENDOMETRIUM,,,,,,,,,,,,,,,,,,,,,,,,
HEC59_ENDOMETRIUM,0.970404927,0,0,0,0,0.984773672,0.628257185,0,0,0,0,0,0,0.27336669,0,0,0.999682173,0.99161005,0.926088855,0.38782692,0.656512588,0,0.985209622,0
HEC6_ENDOMETRIUM,0.929813512,0,0,0,0,0.936600549,0,0,0,0.745014056,0,0,0,0,0,0,0.999048939,0.996712226,0,0,0,0,0.89528542,0
HEKTE_KIDNEY,,,,,,,,,,,,,,,,,,,,,,,,
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.797892466,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.992493272,0.992601573,0.222088337,0,0,0,0.943418849,0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HEP3B217_LIVER,0.973791177,0.698970556,0,0.578093618,0,0.706703156,0,0,0,0.481667876,0,0.894114293,0,0.044136941,0,0,0,0.991084509,0.924896921,0,0.860791996,0.707616359,0,0
HEPG2_LIVER,0.997183696,0.629613817,0,0.968881259,0,0.976374487,0,0,0,0,0,0.997143523,0,0,0.305550098,0.411741436,0.99876531,0.995759444,0.653241456,0,0.931225561,0.356201112,0.946430069,0
HEYA8_OVARY,0.98951641,0,0,0.067802966,0,0.979121689,0,0,0,0,0,0.920457378,0,0.33093375,0,,0.998517633,0.992551396,0.960358307,0.094576418,0.444287479,0.426120877,0.991602314,
HGC27_STOMACH,0.975022694,0.317490399,0,0,0,0,0.182942629,0,0,0.26256007,0,0,0.782148957,0.58663255,0,0,0.9996875,0.995135782,0.711449266,0,0.859638885,0.704369068,0.969834387,0.401587904
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.960476272,0,0,0,0,,0.090240419,0,0,0,0,0,0,0,0,0,0.998693641,0.998546362,0,0.577103882,0.106573686,0,0.981548594,0.856024488
HK2_KIDNEY,,,,,,,,,,,,,,,,,,,,,,,,
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HLC1_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HLE_LIVER,0.921076909,0,0,0,0,0.947548926,0,0,0,0,0,0,0,0,0,0,0.985739951,0.980931645,0,0,0.253647804,0.438814223,0.901045427,0
HLFA_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HLF_LIVER,0.970770449,0.064618468,0,0,0,0.967363983,0,0,0,0,0,0,0,0,0,0,0.98895413,0.987307591,0.220569193,0,0.331601501,0.522600472,0.950900912,0
HMC18_BREAST,0.986868081,0.524306178,0,0.968204755,0,0.9119846,0,0,0,0,0,0.99545321,0,0.224772453,0,0,0.999310905,0.976650503,0.171975017,0.225510478,0.542165309,0.378149629,0.862724483,0
HMCB_SKIN,0.995707404,0.345098972,0,0,0.549096227,0.973835828,0,0,0.404018998,0.102345824,0,0.315274537,0,0.001588702,0,0,0.998954658,0.994602914,0.973200424,0.087945521,0.799047217,0.894270331,0.97161823,0.610760242
HMEL_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HN_UPPER_AERODIGESTIVE_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
HOS_BONE,0.982894907,0,0,0,0,0.964508548,0,0,0,0,0,0,0,0,0,0,0.999291987,0.992256085,0,0,0,0,0.934421934,0
HPAC_PANCREAS,0.988688136,0.592871547,0.595520943,0.727761795,0,0.909633584,0,0.855714649,0,0.115948498,0,0.973873584,0,0.597702205,0.993167552,0,0.999239667,0.993932966,0.690597117,0,0.722069025,0.415847778,0.952195924,0.943127443
HPAFII_PANCREAS,0.981046125,0.823070539,0,0.505081594,0,,0.878132299,0,0.472145915,,0,0.9291647,,0,0,0,0.999135846,0.952898625,0,0,0,0,0.892481744,0.393989075
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HRT18_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HS172T_URINARY_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
HS229T_LUNG,0.982709449,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.994390921,0.994898066,0.579504162,0,0.50569725,0.143289208,0,0
HS255T_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HS274T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HS281T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HS294T_SKIN,0.971290225,0.541419178,0,0,0,0.959383119,0,0.696136445,0,0,0,0,0,0,0,0,0.99905369,0.991146471,0.636920452,0,0.283860922,0,0.910283685,0
HS343T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HS571T_OVARY,,,,,,,,,,,,,,,,,,,,,,,,
HS578T_BREAST,0.992139708,0,0.00683558,0,0,,0,0,0,0,0,0,0,0,0,0,0.9996875,0.990990335,0.311149418,0,0,0.59650147,0,0
HS600T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HS606T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HS618T_LUNG,,,,,,,,,,,,,,,,,,,,,,,,
HS675T_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HS683_CENTRAL_NERVOUS_SYSTEM,0.982009851,0.143144429,0,0,0,0.947184272,0,0,0,0,0,0,0,0.241558254,0,0,0.999062804,0.979466796,0,0,0.558493406,0.440209091,0.854901135,0
HS688AT_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS695T_SKIN,0.988060175,0.245312214,0,0,0,0.953418866,0,0,0,0,0,0.97025086,0,0,0,0.091929853,0.987887814,0.995369115,0,0,0,0,0.894972883,0
HS698T_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HS706T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS729_SOFT_TISSUE,0.991728807,0.413600028,0,0,0,,0,0,0,,0,0,,0,0,0,0.997945058,0.985926671,0,0,0,0,0.956209783,0
HS737T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS739T_BREAST,0.929977208,0.122793675,0,0,0,0.645844579,0,0,0,0,0,0,0,0.488753438,0,0,0.999682173,0.98055777,0,0,0.75555779,0.608469397,0.419087231,0
HS742T_BREAST,,,,,,,,,,,,,,,,,,,,,,,,
HS746T_STOMACH,0.981729392,0.170854926,0.592890322,0,0,,0.033966124,0,0,0.247927725,0,0.74997887,0,0.98718219,0,0,0.998405104,0.99473565,0.595325448,0,0.320054293,0,0.912590936,0
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HS766T_PANCREAS,0.973913286,0,0,0.917775028,0,0.351376593,0,0,0,0,0,0.997857343,0,0,0,0,0,0.983219715,0.861242488,0,0.338293195,0,0,0
HS819T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS821T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS822T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS834T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS839T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS840T_UPPER_AERODIGESTIVE_TRACT,0.994723911,0,0,0,0,0.906728186,0,0,0,0,0,0,0,0.464122713,0,0,0.998738566,0.995101815,0.984146884,0,0.755569056,0.649196267,0.639288724,0.450248063
HS852T_SKIN,0.994615254,0.883449413,0,0,0,0.045956016,0,0,0,0.089135647,0,0.832548335,0,0.542137176,0,0,0.996847256,0.991871895,0,0,0.915256448,0,0.278860033,0.326530576
HS863T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS870T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS888T_BONE,,,,,,,,,,,,,,,,,,,,,,,,
HS895T_SKIN,0.928966373,0.725773327,0,0,0,,0,0,0,0.409958482,0,0.910397146,0.944199104,0.496632159,0,0.105772853,0,0.990970245,0.97900752,0,0.815569192,0.784156085,0.435866833,0
HS934T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS936T_SKIN,0.992293586,0,0,0.965969861,0,0.892073006,0,0,0,0,0,0.994679553,0,0,0,0,0.999682173,0.996826069,0,0,0,0,0.702130795,0.174768686
HS939T_SKIN,0.996240721,0,0,0.938203137,0,,0,0.721650302,0,0.114983797,0,0.994773923,0,0,0,0.737147212,0.99169443,0.993475516,0.568987817,0,0,0.095493972,0.246378005,0.235710263
HS940T_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
HS944T_SKIN,0.983904934,0,0,0.852994084,0,0.988847566,0,0.97759193,0,0,0,0.982042432,0,0.351237118,0,0.292694926,0.999519103,0.99301487,0.955908731,0,0.285355508,0.443125248,0.983876474,0
HSC2_UPPER_AERODIGESTIVE_TRACT,0.937551346,0,0.080870807,0,0,0.982263131,0,0,0,0,0,0,0,0,0,0,0.998759531,0.962536566,0,0.414671063,0,0,0.985827306,0
HSC3_UPPER_AERODIGESTIVE_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
HSC4_UPPER_AERODIGESTIVE_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
HT1080_SOFT_TISSUE,0.985811404,0.112410486,0,0.907578252,0,,0,0,0,,0.24162811,0.944244579,0,0.544536352,0,0,0.999332513,0.994734194,0.865682423,0,0,0,0.969098482,0.41009444
HT115_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HT1197_URINARY_TRACT,0.757852554,0.583432496,0,0,0,0.61767605,0,0,0,0,0,0,0,0,0,0,0,0.992034442,0.881748751,0,0.377088368,0,0,0.412057638
HT1376_URINARY_TRACT,0.954357412,0,0,0,0.683618248,0.662397742,0,0,0.114494205,0,0,0,0,0,0,0,0.999682173,0.987299984,0.780489445,0,0.774546385,0.521800429,0,0.864465758
HT144_SKIN,0.990035078,0.391333938,0,0.953260455,0,0.911861472,0,0,0,0.420824766,0,0.997608662,0,0,0,0.832959399,0.997271465,0.989003566,0.957489681,0,0.095646799,0.236513884,0.868378639,0
HT29_LARGE_INTESTINE,0.99790824,0.827940717,0.445447266,0.987804356,0,0.962356579,0,0,0.264381647,0,0,0.998531729,0,0.061495125,0,0.790234372,0.9996875,0.99401728,0.897551201,0,0.903237127,0.37992394,0.911425777,0
HT55_LARGE_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.974909248,0,0,0,0,,0.970957321,0,0.153380688,0,0,0,0,0.588039845,0,0,0.9996875,0.998907792,0,0.135250032,0.928133073,0,0.974650838,0
HUCCT1_BILIARY_TRACT,0.988502078,0,0,0,0,0.825312063,0,0,0,0,0,0.78805773,0,0,0,0,0.998858666,0.988317088,0.51028499,0,0.407742679,0,0.900878072,0
HUG1N_STOMACH,,,,,,,,,,,,,,,,,,,,,,,,
HUH1_LIVER,0.99580918,0.791551396,0,0,0,0.959213678,0,0,0,0,0,0.666075289,0,0.537989959,0,0,0.996419511,0.991249907,0.869900376,0,0.7843896,0.726843536,0.937870938,0.188795686
HUH28_BILIARY_TRACT,,,,,,,,,,,,,,,,,,,,,,,,
HUH6_LIVER,,,,,,,,,,,,,,,,,,,,,,,,
HUH7_LIVER,,,,,,,,,,,,,,,,,,,,,,,,
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HUPT3_PANCREAS,0.962475512,0,0.037225366,0.760545507,0,0.779634655,0,0,0,0,0,0.955585141,0,0,0,0,0.997037883,0.988508082,0,0,0,0,0.822945416,0.485009313
HUPT4_PANCREAS,0.998678848,0.826521571,0.857501075,0.955502666,0.468108594,,0,0,0.118037462,0.363077164,0,0.991702719,0,0.4744519,0,0,0.9996875,0.996773963,0.755189508,0,0.934611052,0,0.986874333,0.915552743
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.968645655,0.772171331,0,0.988555296,0,,0,0.892564159,0,0.946628636,0,0.997867227,0,0.997142211,0,0,0.998994259,0.998944768,0.7360304,0,0,0.928520539,0.978659285,0.955148146
HUTU80_SMALL_INTESTINE,,,,,,,,,,,,,,,,,,,,,,,,
IALM_LUNG,0,0,0,0,0,0.864159346,0,0,0,0,0,0,0,0,0,0,0,0.98527627,0.67764777,0.17646569,0,0,0.902356133,0
IGR1_SKIN,,,,,,,,,,,,,,,,,,,,,,,,
IGR37_SKIN,0,0.982578651,0,0.973343719,0,0.966232833,0,0,0,0,0,0.99727004,0,0,0,0.886946291,0.999047931,0.993499925,0.8501831,0,0,0,0.91417826,0
IGR39_SKIN,0,0,0.850560054,0,0,0.9539758,0,0,0,0,0,0.147677989,0,0,0,0,0.997676308,0.993284546,0.449487448,0,0.794882993,0,0.934524603,0
IGROV1_OVARY,0.938613769,0,0.904852644,0,0,0.90079277,0,0,0,0,0,0,0,0,0,,0.996562288,0.988076854,0,0.174717963,0,0.212844193,0.963685699,
IM95_STOMACH,0.995271784,0,0,0.906626456,0,,0,0,0,0,0,0.976211699,0,0,0,0,0.997833146,0.994332457,0,0,0,0,0.89086467,0.830553249
IMR32_AUTONOMIC_GANGLIA,0.784492254,0.66182676,0.671877265,0,0,,0,0,0,0,0.635422587,0,0,0.647353798,0,0.301398516,0.999682173,0.995793378,0.787999108,0,0.869136691,0.661249638,0.996284127,0
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,
IPC298_SKIN,0.98986308,0.386037529,0,0.990629824,0.125162184,0.95615324,0,0,0,0,0,0.999216161,0,0,0,0,0.9996875,0.993249276,0.984273983,0.031871378,0,0.78885065,0.942757912,0
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,0.987761002,0,0,0,0,,0,0,0,,0,0,,0,0,0,0.999555839,0.997355768,,0,0.958510914,0.886012626,0.934889704,0.649933785
ISTMES1_PLEURA,0.911592983,0.185763438,0.512319475,0,0,0.922333755,0,0,0,0.888349084,0,0,0,0,0.526435167,0,0.984536538,0.992805225,0,0,0.729449451,0.91835506,0.982073026,0.645212919
ISTMES2_PLEURA,0.983261166,0,0,0,0,0.991386076,0,0,0.013798654,0.554355458,0,0,0.946530372,0.479137659,0,0.541003347,0.99925135,0.994658588,0.98151114,0.349930227,0.654076755,0.729632258,0.995062606,0.433930993
J82_URINARY_TRACT,0.964179911,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0.987927196,0.980450854,0,0,0,0,0.939124622,0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,,,,,,,,,,,,,,,,,,
JHESOAD1_OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,,
JHH1_LIVER,,,,,,,,,,,,,,,,,,,,,,,,
JHH2_LIVER,0,0,0.714408308,0,0,0.893936843,0,0,0,0,0,0.222148061,0,0,0,0,0.983520391,0.989988893,0,0,0,0.068103671,0,0.440621674
